duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,http,SF,320,769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0.02,normal.
0,tcp,http,SF,290,7310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,68,255,1,0,0.01,0.05,0,0,0,0.05,normal.
0,tcp,http,SF,297,2113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,47,255,1,0,0.02,0.05,0,0.01,0,0.03,normal.
0,tcp,http,SF,207,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.01,0.01,normal.
0,tcp,http,SF,252,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,normal.
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,251,1,0,1,0.02,0,0,1,0.01,normal.
0,tcp,http,SF,332,4600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,1,0,0.23,57,255,1,0,0.02,0.03,0,0,0,0.01,normal.
0,tcp,http,SF,301,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,255,1,0,0.25,0.02,0,0,0,0,normal.
0,tcp,http,SF,284,1108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,normal.
0,tcp,http,SF,324,1415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,1,0,0.17,10,10,1,0,0.1,0,0,0,0,0,normal.
0,tcp,http,SF,192,885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,12,0,0.08,0,0,1,0,0.5,255,255,1,0,0,0,0.01,0.01,0,0,normal.
0,tcp,http,SF,277,1928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,normal.
0,tcp,http,SF,289,16249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,16,255,1,0,0.06,0.04,0,0.01,0,0,normal.
0,tcp,http,SF,260,3794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,26,255,1,0,0.04,0.04,0,0.01,0,0,normal.
1,tcp,smtp,SF,867,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,116,70,0.6,0.03,0.01,0,0,0,0,0,normal.
15,tcp,smtp,SF,1475,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,18,23,0.61,0.17,0.06,0.09,0,0,0,0,normal.
22,tcp,telnet,SF,377,206164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,218,34,0.16,0.02,0,0,0,0,0,0,normal.
0,udp,domain_u,SF,45,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,normal.
0,udp,domain_u,SF,45,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,normal.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,16,1,1,0,0,0.08,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,4,1,1,0,0,0.02,0.05,0,255,4,0.02,0.05,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,10,1,1,0,0,0.05,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,11,1,1,0,0,0.04,0.05,0,255,11,0.04,0.05,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,9,1,1,0,0,0.04,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,9,1,1,0,0,0.05,0.05,0,255,9,0.04,0.05,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,22,1,1,0,0,0.1,0.05,0,255,22,0.09,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,20,1,1,0,0,0.09,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,23,1,1,0,0,0.09,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,attack.
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,14,1,1,0,0,0.06,0.05,0,255,14,0.05,0.05,0,0,1,1,0,0,attack.
0,tcp,http,SF,224,14142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,85,255,1,0,0.01,0.04,0,0,0,0,normal.
0,tcp,http,SF,212,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,143,255,1,0,0.01,0.01,0,0,0,0,normal.
0,tcp,http,SF,267,9287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,18,255,1,0,0.06,0.03,0,0.01,0,0,normal.
0,tcp,http,SF,191,3731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,50,255,1,0,0.02,0.03,0,0,0,0,normal.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,13,0,0,1,1,0.09,0.05,0,255,10,0.04,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.09,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,5,0,0,1,1,0.04,0.07,0,255,2,0.01,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,11,0,0,1,1,0.05,0.06,0,255,11,0.04,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,0,0,1,1,0.03,0.08,0,255,3,0.01,0.09,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,19,0,0,1,1,0.06,0.06,0,255,19,0.07,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,9,0,0,1,1,0.07,0.06,0,255,9,0.04,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,8,0,0,1,1,0.04,0.07,0,255,8,0.03,0.08,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,0,0,1,1,0.15,0.07,0,255,16,0.06,0.07,0,0,0,0,1,1,attack.
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,18,0,0,1,1,0.15,0.08,0,255,18,0.07,0.08,0,0,0,0,1,1,attack.

